theta;force;class
49;0.589;acertou
49;0.59;acertou
49;0.591;acertou
49;0.592;acertou
49;0.593;acertou
49;0.594;acertou
49;0.595;acertou
49;0.596;acertou
49;0.597;acertou
49;0.598;acertou
49;0.599;acertou
